PolygonLayer2_label,Value0,,,,,,,,,,,,,,,,,,,,,
,6.8,,,,,,,,,,,,,,,,,,,,,
,4.4,,,,,,,,,,,,,,,,,,,,,
,7.2,,,,,,,,,,,,,,,,,,,,,
,4.9,,,,,,,,,,,,,,,,,,,,,
,3.7,,,,,,,,,,,,,,,,,,,,,
,4.8,,,,,,,,,,,,,,,,,,,,,
,2.8,,,,,,,,,,,,,,,,,,,,,
,4.7,,,,,,,,,,,,,,,,,,,,,
,4.6,,,,,,,,,,,,,,,,,,,,,
,6.1,,,,,,,,,,,,,,,,,,,,,
,4.2,,,,,,,,,,,,,,,,,,,,,
,4.7,,,,,,,,,,,,,,,,,,,,,
,2.4,,,,,,,,,,,,,,,,,,,,,
,3.2,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,
,3.5,,,,,,,,,,,,,,,,,,,,,
,3.1,,,,,,,,,,,,,,,,,,,,,
,3.6,,,,,,,,,,,,,,,,,,,,,
,4.9,,,,,,,,,,,,,,,,,,,,,
,5.1,,,,,,,,,,,,,,,,,,,,,
,3.3,,,,,,,,,,,,,,,,,,,,,
,4.1,,,,,,,,,,,,,,,,,,,,,
,3.7,,,,,,,,,,,,,,,,,,,,,
,4.6,,,,,,,,,,,,,,,,,,,,,
,3.5,,,,,,,,,,,,,,,,,,,,,
,5.1,,,,,,,,,,,,,,,,,,,,,
,3.8,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,
,2.9,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,
,2.7,,,,,,,,,,,,,,,,,,,,,
,4.6,,,,,,,,,,,,,,,,,,,,,
,6.2,,,,,,,,,,,,,,,,,,,,,
,4.7,,,,,,,,,,,,,,,,,,,,,
,4.6,,,,,,,,,,,,,,,,,,,,,
,2.6,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,
,4.3,,,,,,,,,,,,,,,,,,,,,
,4.1,,,,,,,,,,,,,,,,,,,,,
,4.9,,,,,,,,,,,,,,,,,,,,,
,4.5,,,,,,,,,,,,,,,,,,,,,
,4.3,,,,,,,,,,,,,,,,,,,,,
,3.3,,,,,,,,,,,,,,,,,,,,,
,3.7,,,,,,,,,,,,,,,,,,,,,
,4.3,,,,,,,,,,,,,,,,,,,,,
,3.2,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,
,3.8,,,,,,,,,,,,,,,,,,,,,
,4.8,,,,,,,,,,,,,,,,,,,,,
,5.2,,,,,,,,,,,,,,,,,,,,,
,3.3,,,,,,,,,,,,,,,,,,,,,
,4.2,,,,,,,,,,,,,,,,,,,,,
,10.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
fips1,name,year,ID2008,Textbox50,ID2009,Textbox53,ID2010,Textbox56,ID2011,Textbox59,ID20121,Textbox62,ID2013,Textbox65,ID20141,Textbox68,ID2015,Textbox71,ID20161,Textbox12,Textbox20,Textbox11
6000,California,2009,11.2,2010,12.2,2011,11.7,2012,10.4,2013,8.9,2014,7.5,2015,6.2,2016,5.5,2017,4.8,Median Household Income (2017),"$71,785 ",100.00%
6001,"Alameda County, CA",2009,10.3,2010,10.9,2011,10.1,2012,8.7,2013,7.2,2014,5.8,2015,4.7,2016,4.3,2017,3.6,Median Household Income (2017),"$95,550 ",133.10%
6003,"Alpine County, CA",2009,14.1,2010,12.9,2011,12.8,2012,11.2,2013,9.7,2014,8.2,2015,7.3,2016,6.5,2017,6.1,Median Household Income (2017),"$55,755 ",77.70%
6005,"Amador County, CA",2009,11.4,2010,14.1,2011,13.6,2012,12.3,2013,10.3,2014,8.3,2015,6.6,2016,6,2017,4.9,Median Household Income (2017),"$60,588 ",84.40%
6007,"Butte County, CA",2009,12.3,2010,13.9,2011,13.7,2012,12.2,2013,10.3,2014,8.6,2015,7.2,2016,6.6,2017,5.7,Median Household Income (2017),"$48,634 ",67.70%
6009,"Calaveras County, CA",2009,13.6,2010,14.4,2011,14,2012,12.4,2013,9.9,2014,8,2015,6.4,2016,5.7,2017,4.7,Median Household Income (2017),"$58,536 ",81.50%
6011,"Colusa County, CA",2009,17.6,2010,20.8,2011,21.2,2012,20.7,2013,18.9,2014,17.4,2015,15.4,2016,15.6,2017,14.3,Median Household Income (2017),"$53,595 ",74.70%
6013,"Contra Costa County, CA",2009,10,2010,11,2011,10.3,2012,8.9,2013,7.5,2014,6.2,2015,5,2016,4.5,2017,3.8,Median Household Income (2017),"$95,062 ",132.40%
6015,"Del Norte County, CA",2009,11.8,2010,13.2,2011,13.3,2012,13.5,2013,11.8,2014,10.1,2015,8.5,2016,7.5,2017,6.4,Median Household Income (2017),"$39,996 ",55.70%
6017,"El Dorado County, CA",2009,10.9,2010,12.2,2011,11.7,2012,10.2,2013,8.5,2014,7,2015,5.7,2016,5.1,2017,4.4,Median Household Income (2017),"$78,464 ",109.30%
6019,"Fresno County, CA",2009,14.7,2010,16.7,2011,16.5,2012,15.1,2013,13.3,2014,11.6,2015,10.2,2016,9.5,2017,8.5,Median Household Income (2017),"$51,452 ",71.70%
6021,"Glenn County, CA",2009,14.1,2010,15.4,2011,15.5,2012,14.2,2013,12.1,2014,10.7,2015,8.7,2016,8.3,2017,7.5,Median Household Income (2017),"$49,979 ",69.60%
6023,"Humboldt County, CA",2009,10.7,2010,10.6,2011,10.6,2012,9.6,2013,8.1,2014,6.7,2015,5.6,2016,4.9,2017,4.2,Median Household Income (2017),"$46,123 ",64.30%
6025,"Imperial County, CA",2009,27.4,2010,28.8,2011,28.9,2012,27.4,2013,25,2014,24,2015,24.1,2016,23.6,2017,19.1,Median Household Income (2017),"$43,413 ",60.50%
6027,"Inyo County, CA",2009,9,2010,9.7,2011,9.7,2012,9.1,2013,7.8,2014,6.8,2015,5.8,2016,5.3,2017,4.4,Median Household Income (2017),"$53,528 ",74.60%
6029,"Kern County, CA",2009,14.1,2010,15.7,2011,14.8,2012,13.1,2013,11.7,2014,10.4,2015,10.2,2016,10.4,2017,9.2,Median Household Income (2017),"$49,904 ",69.50%
6031,"Kings County, CA",2009,14.2,2010,16.1,2011,15.9,2012,14.9,2013,13.4,2014,11.9,2015,10.5,2016,10,2017,8.9,Median Household Income (2017),"$55,076 ",76.70%
6033,"Lake County, CA",2009,15,2010,15.1,2011,14.5,2012,12.8,2013,10.9,2014,8.9,2015,7.6,2016,6.7,2017,5.7,Median Household Income (2017),"$45,797 ",63.80%
6035,"Lassen County, CA",2009,12.3,2010,14,2011,13.5,2012,12.5,2013,10.6,2014,9.1,2015,7.2,2016,6.9,2017,5.6,Median Household Income (2017),"$58,776 ",81.90%
6037,"Los Angeles County, CA",2009,11.6,2010,12.5,2011,12.2,2012,10.9,2013,9.8,2014,8.3,2015,6.6,2016,5.3,2017,4.7,Median Household Income (2017),"$64,912 ",90.40%
6039,"Madera County, CA",2009,13.4,2010,16.6,2011,16.2,2012,14.4,2013,12.6,2014,11.2,2015,10.5,2016,9.2,2017,8.1,Median Household Income (2017),"$50,783 ",70.70%
6041,"Marin County, CA",2009,7.5,2010,7.9,2011,7.3,2012,6.3,2013,5.2,2014,4.3,2015,3.5,2016,3.3,2017,2.9,Median Household Income (2017),"$112,735 ",157.00%
6043,"Mariposa County, CA",2009,10.3,2010,12.9,2011,13.2,2012,12.2,2013,10.5,2014,8.8,2015,7.1,2016,6.9,2017,5.9,Median Household Income (2017),"$52,387 ",73.00%
6045,"Mendocino County, CA",2009,10,2010,11.6,2011,11.4,2012,10,2013,8.4,2014,7,2015,5.8,2016,5.3,2017,4.5,Median Household Income (2017),"$50,453 ",70.30%
6047,"Merced County, CA",2009,16.6,2010,18,2011,17.6,2012,16.3,2013,14.5,2014,12.8,2015,11.4,2016,10.6,2017,9.3,Median Household Income (2017),"$48,036 ",66.90%
6049,"Modoc County, CA",2009,12.1,2010,15.2,2011,16,2012,14.4,2013,12.3,2014,10.3,2015,8.6,2016,7.8,2017,8,Median Household Income (2017),"$40,970 ",57.10%
6051,"Mono County, CA",2009,8.8,2010,10.2,2011,10.1,2012,10.3,2013,8.5,2014,7,2015,6.1,2016,5.4,2017,4.4,Median Household Income (2017),"$60,318 ",84.00%
6053,"Monterey County, CA",2009,11.5,2010,12.7,2011,12.7,2012,11.6,2013,10.3,2014,9,2015,8.1,2016,7.7,2017,7.2,Median Household Income (2017),"$70,294 ",97.90%
6055,"Napa County, CA",2009,8.4,2010,10.3,2011,9.8,2012,8.4,2013,6.9,2014,5.7,2015,4.6,2016,4.3,2017,3.7,Median Household Income (2017),"$83,881 ",116.90%
6057,"Nevada County, CA",2009,10.3,2010,11.7,2011,11.1,2012,9.7,2013,8.1,2014,6.5,2015,5.4,2016,4.8,2017,4.1,Median Household Income (2017),"$64,901 ",90.40%
6059,"Orange County, CA",2009,8.7,2010,9.7,2011,9.1,2012,7.9,2013,6.6,2014,5.5,2015,4.5,2016,4,2017,3.5,Median Household Income (2017),"$86,031 ",119.80%
6061,"Placer County, CA",2009,10.2,2010,11.6,2011,10.8,2012,9.4,2013,7.7,2014,6.3,2015,5.1,2016,4.5,2017,3.8,Median Household Income (2017),"$81,366 ",113.30%
6063,"Plumas County, CA",2009,15.4,2010,18.2,2011,17.6,2012,16.1,2013,13.8,2014,11.5,2015,10.3,2016,9.7,2017,8.9,Median Household Income (2017),"$51,756 ",72.10%
6065,"Riverside County, CA",2009,13.1,2010,13.8,2011,13.2,2012,11.6,2013,9.9,2014,8.2,2015,6.7,2016,6.1,2017,5.2,Median Household Income (2017),"$63,776 ",88.80%
6067,"Sacramento County, CA",2009,11,2010,12.6,2011,12.1,2012,10.5,2013,8.9,2014,7.3,2015,6,2016,5.4,2017,4.6,Median Household Income (2017),"$62,959 ",87.70%
6069,"San Benito County, CA",2009,14,2010,15.1,2011,14.5,2012,13,2013,11.1,2014,9.3,2015,7.7,2016,6.8,2017,5.8,Median Household Income (2017),"$77,200 ",107.50%
6071,"San Bernardino County, CA",2009,12.7,2010,13.5,2011,12.9,2012,11.4,2013,9.8,2014,8,2015,6.4,2016,5.8,2017,4.9,Median Household Income (2017),"$60,270 ",84.00%
6073,"San Diego County, CA",2009,9.4,2010,10.8,2011,10.3,2012,9.1,2013,7.8,2014,6.4,2015,5.2,2016,4.7,2017,4,Median Household Income (2017),"$76,048 ",105.90%
6075,"San Francisco County/city, CA",2009,8.7,2010,8.9,2011,8.1,2012,6.8,2013,5.5,2014,4.4,2015,3.6,2016,3.3,2017,2.9,Median Household Income (2017),"$109,601 ",152.70%
6077,"San Joaquin County, CA",2009,14.9,2010,16.5,2011,16.2,2012,14.4,2013,12.3,2014,10.5,2015,8.9,2016,8.1,2017,7,Median Household Income (2017),"$60,950 ",84.90%
6079,"San Luis Obispo County, CA",2009,8.8,2010,10.1,2011,9.6,2012,8.2,2013,6.8,2014,5.6,2015,4.7,2016,4.3,2017,3.6,Median Household Income (2017),"$70,634 ",98.40%
6081,"San Mateo County, CA",2009,8.2,2010,8.4,2011,7.5,2012,6.4,2013,5.3,2014,4.2,2015,3.4,2016,3,2017,2.7,Median Household Income (2017),"$115,908 ",161.50%
6083,"Santa Barbara County, CA",2009,8.2,2010,9.7,2011,9.4,2012,8.4,2013,7.2,2014,6.1,2015,5.3,2016,5.1,2017,4.5,Median Household Income (2017),"$70,651 ",98.40%
6085,"Santa Clara County, CA",2009,10.6,2010,10.4,2011,9.3,2012,7.9,2013,6.5,2014,5.2,2015,4.2,2016,3.8,2017,3.2,Median Household Income (2017),"$118,468 ",165.00%
6087,"Santa Cruz County, CA",2009,11.1,2010,13.3,2011,13.1,2012,11.8,2013,10.3,2014,8.8,2015,7.5,2016,7,2017,5.7,Median Household Income (2017),"$76,633 ",106.80%
6089,"Shasta County, CA",2009,14.3,2010,16.8,2011,15.9,2012,14.2,2013,11.8,2014,9.6,2015,7.8,2016,7,2017,5.8,Median Household Income (2017),"$51,207 ",71.30%
6091,"Sierra County, CA",2009,14.9,2010,15.3,2011,14.9,2012,14.4,2013,12.7,2014,10.1,2015,8.8,2016,7.6,2017,6.5,Median Household Income (2017),"$49,495 ",68.90%
6093,"Siskiyou County, CA",2009,14.2,2010,16.8,2011,17,2012,15.6,2013,13.1,2014,11.1,2015,9.4,2016,8.5,2017,7.2,Median Household Income (2017),"$44,013 ",61.30%
6095,"Solano County, CA",2009,10.4,2010,12.6,2011,12.2,2012,10.7,2013,9.1,2014,7.5,2015,6.1,2016,5.5,2017,4.8,Median Household Income (2017),"$75,931 ",105.80%
6097,"Sonoma County, CA",2009,9.4,2010,10.8,2011,10.2,2012,8.9,2013,7.1,2014,5.6,2015,4.5,2016,4,2017,3.4,Median Household Income (2017),"$79,511 ",110.80%
6099,"Stanislaus County, CA",2009,15.5,2010,16.9,2011,16.5,2012,14.9,2013,12.9,2014,11.2,2015,9.5,2016,8.6,2017,7.5,Median Household Income (2017),"$58,925 ",82.10%
6101,"Sutter County, CA",2009,16.5,2010,18.4,2011,18.2,2012,16.8,2013,14.6,2014,12.6,2015,10.7,2016,9.8,2017,8.6,Median Household Income (2017),"$54,102 ",75.40%
6103,"Tehama County, CA",2009,13.6,2010,15.4,2011,15,2012,13.7,2013,11.6,2014,9.6,2015,7.9,2016,7.1,2017,6.4,Median Household Income (2017),"$41,819 ",58.30%
6105,"Trinity County, CA",2009,16.8,2010,17,2011,16.7,2012,14.6,2013,11.9,2014,9.4,2015,7.8,2016,7.1,2017,6,Median Household Income (2017),"$40,676 ",56.70%
6107,"Tulare County, CA",2009,14.9,2010,17.2,2011,17.1,2012,16.2,2013,14.4,2014,13.1,2015,11.5,2016,11.2,2017,10.4,Median Household Income (2017),"$46,377 ",64.60%
6109,"Tuolumne County, CA",2009,12.2,2010,15.2,2011,14.5,2012,13,2013,10.8,2014,8.7,2015,7,2016,6.2,2017,5.4,Median Household Income (2017),"$58,776 ",81.90%
6111,"Ventura County, CA",2009,9.6,2010,10.8,2011,10.2,2012,9.1,2013,7.9,2014,6.6,2015,5.6,2016,5.2,2017,4.5,Median Household Income (2017),"$82,436 ",114.80%
6113,"Yolo County, CA",2009,11,2010,12.1,2011,11.8,2012,10.6,2013,9,2014,7.5,2015,6.4,2016,5.9,2017,5,Median Household Income (2017),"$64,900 ",90.40%
6115,"Yuba County, CA",2009,16.8,2010,17.8,2011,17,2012,15.4,2013,13.2,2014,11.2,2015,9.3,2016,8.6,2017,7.4,Median Household Income (2017),"$53,822 ",75.00%
,,,,,,,,,,,,,,,,,,,,,,
